1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
5.259999999999999787e+00,1.052999999999999936e+01,5.000000000000000000e+00,1.667000000000000171e+01,0.000000000000000000e+00,1.350999999999999979e+01,1.316000000000000014e+01,1.561999999999999922e+01,1.561999999999999922e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.000000000000000000e+02,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.471000000000000085e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.316000000000000014e+01,0.000000000000000000e+00,1.428999999999999915e+01,1.561999999999999922e+01,1.578999999999999915e+01
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,1.000000000000000000e+02,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+02,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
3.438000000000000256e+01,5.000000000000000000e+01,3.235000000000000142e+01,7.273000000000000398e+01,1.471000000000000085e+01,4.515999999999999659e+01,4.375000000000000000e+01,1.428999999999999915e+01,1.428999999999999915e+01,1.463000000000000078e+01,1.463000000000000078e+01,1.463000000000000078e+01,1.463000000000000078e+01,1.471000000000000085e+01,1.463000000000000078e+01,1.463000000000000078e+01,1.463000000000000078e+01,1.000000000000000000e+02,1.463000000000000078e+01,1.463000000000000078e+01,7.037000000000000455e+01,1.471000000000000085e+01,5.357000000000000028e+01,1.428999999999999915e+01,1.463000000000000078e+01
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,1.000000000000000000e+02,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,1.000000000000000000e+02,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,0.000000000000000000e+00
2.703000000000000114e+01,4.000000000000000000e+01,2.564000000000000057e+01,6.153999999999999915e+01,1.316000000000000014e+01,5.311999999999999744e+01,4.285999999999999943e+01,1.282000000000000028e+01,1.282000000000000028e+01,1.333000000000000007e+01,1.333000000000000007e+01,1.333000000000000007e+01,1.333000000000000007e+01,1.316000000000000014e+01,1.333000000000000007e+01,1.333000000000000007e+01,1.333000000000000007e+01,7.037000000000000455e+01,1.333000000000000007e+01,1.333000000000000007e+01,1.000000000000000000e+02,1.316000000000000014e+01,4.242000000000000171e+01,1.282000000000000028e+01,1.333000000000000007e+01
5.259999999999999787e+00,1.052999999999999936e+01,5.000000000000000000e+00,1.667000000000000171e+01,0.000000000000000000e+00,1.350999999999999979e+01,1.316000000000000014e+01,1.561999999999999922e+01,1.561999999999999922e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,0.000000000000000000e+00,1.578999999999999915e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.471000000000000085e+01,1.578999999999999915e+01,1.578999999999999915e+01,1.316000000000000014e+01,1.000000000000000000e+02,1.428999999999999915e+01,1.561999999999999922e+01,1.578999999999999915e+01
1.578999999999999915e+01,2.778000000000000114e+01,1.500000000000000000e+01,5.600000000000000000e+01,1.428999999999999915e+01,3.939000000000000057e+01,4.688000000000000256e+01,1.714000000000000057e+01,1.714000000000000057e+01,1.163000000000000078e+01,1.163000000000000078e+01,1.163000000000000078e+01,1.163000000000000078e+01,1.428999999999999915e+01,1.163000000000000078e+01,1.163000000000000078e+01,1.163000000000000078e+01,5.357000000000000028e+01,1.163000000000000078e+01,1.163000000000000078e+01,4.242000000000000171e+01,1.428999999999999915e+01,1.000000000000000000e+02,1.714000000000000057e+01,1.163000000000000078e+01
7.889999999999999680e+00,1.316000000000000014e+01,7.500000000000000000e+00,1.612999999999999901e+01,1.561999999999999922e+01,1.316000000000000014e+01,1.282000000000000028e+01,0.000000000000000000e+00,0.000000000000000000e+00,3.235000000000000142e+01,3.235000000000000142e+01,3.235000000000000142e+01,3.235000000000000142e+01,1.561999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,3.235000000000000142e+01,1.428999999999999915e+01,3.235000000000000142e+01,3.235000000000000142e+01,1.282000000000000028e+01,1.561999999999999922e+01,1.714000000000000057e+01,1.000000000000000000e+02,3.235000000000000142e+01
1.163000000000000078e+01,1.628000000000000114e+01,1.110999999999999943e+01,1.316000000000000014e+01,1.578999999999999915e+01,1.110999999999999943e+01,1.086999999999999922e+01,3.235000000000000142e+01,3.235000000000000142e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.578999999999999915e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.463000000000000078e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.333000000000000007e+01,1.578999999999999915e+01,1.163000000000000078e+01,3.235000000000000142e+01,1.000000000000000000e+02
